YY,MM,DD,HH,HHOT(m),10-Minute Mean Wind Direction(Compass points),10-Minute Mean Speed(km/hour),10-Minute Maximum Gust(km/hour),Mean Sea Level Pressure(hPa),Air Temperature(degree Celsius),Relative Humidity(percent)
2024,1,11,2,0.65,East,12.0,18.0,1019.6,19.2,68.0
2024,1,11,3,0.42,Northeast,12.0,17.0,1019.7,18.9,67.0
2024,1,11,4,0.37,East,15.0,21.0,1019.3,18.6,68.0
2024,1,11,5,0.45,East,14.0,20.0,1019.2,18.3,63.0
2024,1,11,6,0.63,East,15.0,18.0,1019.4,18.0,64.0
2024,1,11,7,0.83,East,18.0,24.0,1019.6,17.8,65.0
2024,1,11,8,1.05,East,19.0,24.0,1020.6,17.7,66.0
2024,1,11,9,1.28,East,12.0,18.0,1021.5,17.7,66.0
2024,1,11,10,1.41,East,12.0,17.0,1022.1,18.5,65.0
2024,1,11,11,1.45,East,13.0,20.0,1022.5,19.1,64.0
2024,1,11,12,1.4,East,15.0,22.0,1021.7,20.1,63.0
2024,1,11,13,1.32,East,17.0,24.0,1020.8,20.9,62.0
2024,1,11,14,1.31,East,16.0,25.0,1019.5,21.1,61.0
2024,1,11,15,1.4,East,18.0,27.0,1019.1,20.6,65.0
2024,1,11,16,1.66,East,19.0,26.0,1018.9,20.3,68.0
2024,1,11,17,2.01,East,18.0,22.0,1018.9,19.9,70.0
2024,1,11,18,2.33,East,19.0,24.0,1018.7,19.3,71.0
2024,1,11,19,2.55,East,14.0,20.0,1019.2,19.0,72.0
2024,1,11,20,2.62,East,11.0,12.0,1019.8,18.6,73.0
2024,1,11,21,2.63,East,11.0,17.0,1020.2,18.4,73.0
2024,1,11,22,2.51,East,11.0,15.0,1020.1,18.2,75.0
2024,1,11,23,2.25,Northeast,10.0,17.0,1020.6,18.0,78.0
2024,1,11,24,1.86,East,8.0,11.0,1020.3,18.1,78.0
2024,1,12,1,1.36,East,12.0,18.0,1020.0,18.0,78.0
2024,1,12,2,0.89,East,14.0,18.0,1019.9,17.9,79.0
2024,1,12,3,0.51,East,15.0,20.0,1019.7,17.9,80.0
2024,1,12,4,0.31,East,12.0,17.0,1019.2,17.7,81.0
2024,1,12,5,0.31,East,12.0,18.0,1019.0,17.3,82.0
2024,1,12,6,0.45,Northeast,12.0,17.0,1019.0,17.4,80.0
2024,1,12,7,0.67,East,12.0,17.0,1019.3,17.3,82.0
2024,1,12,8,0.88,East,18.0,21.0,1019.5,17.3,82.0
2024,1,12,9,1.12,East,18.0,24.0,1019.5,17.6,80.0
2024,1,12,10,1.34,East,12.0,18.0,1020.5,17.9,77.0
2024,1,12,11,1.44,East,12.0,18.0,1020.1,18.9,72.0
2024,1,12,12,1.45,East,10.0,15.0,1020.1,20.0,69.0
2024,1,12,13,1.36,East,10.0,15.0,1019.3,21.1,64.0
2024,1,12,14,1.29,East,17.0,22.0,1018.4,21.4,63.0
2024,1,12,15,1.28,East,17.0,22.0,1017.9,21.4,66.0
2024,1,12,16,1.41,East,18.0,21.0,1017.7,20.7,65.0
2024,1,12,17,1.72,East,17.0,21.0,1017.8,20.4,62.0
2024,1,12,18,2.09,East,15.0,20.0,1018.0,19.8,61.0
2024,1,12,19,2.42,East,16.0,20.0,1018.2,19.3,69.0
2024,1,12,20,2.61,East,10.0,15.0,1018.7,19.0,73.0
2024,1,12,21,2.66,East,10.0,13.0,1019.3,18.7,80.0
2024,1,12,22,2.66,East,6.0,9.0,1019.4,18.6,80.0
2024,1,12,23,2.52,East,8.0,11.0,1019.3,18.5,83.0
2024,1,12,24,2.23,East,13.0,18.0,1019.0,18.5,82.0
2024,1,13,1,1.78,East,10.0,15.0,1019.1,18.4,79.0
2024,1,13,2,1.25,East,6.0,11.0,1019.3,18.4,78.0
2024,1,13,3,0.79,East,12.0,18.0,1019.3,18.3,82.0
2024,1,13,4,0.42,East,9.0,12.0,1019.2,18.3,77.0
2024,1,13,5,0.28,East,12.0,21.0,1018.9,18.0,74.0
2024,1,13,6,0.34,East,12.0,17.0,1019.2,18.1,65.0
2024,1,13,7,0.53,East,11.0,17.0,1019.6,18.2,61.0
2024,1,13,8,0.77,East,10.0,17.0,1019.8,18.3,57.0
2024,1,13,9,0.97,East,16.0,22.0,1020.5,18.7,57.0
2024,1,13,10,1.21,East,15.0,21.0,1021.0,19.2,52.0
2024,1,13,11,1.39,East,19.0,29.0,1021.3,19.8,52.0
2024,1,13,12,1.47,East,22.0,33.0,1020.9,20.7,52.0
2024,1,13,13,1.44,East,22.0,30.0,1020.3,21.3,43.0
2024,1,13,14,1.32,East,24.0,35.0,1019.3,21.3,46.0
2024,1,13,15,1.25,East,23.0,32.0,1018.9,21.2,44.0
2024,1,13,16,1.24,East,23.0,39.0,1018.7,21.5,36.0
2024,1,13,17,1.42,East,15.0,22.0,1018.9,21.2,37.0
2024,1,13,18,1.75,East,18.0,26.0,1019.3,20.7,41.0
2024,1,13,19,2.12,East,18.0,22.0,1020.0,20.3,50.0
2024,1,13,20,2.44,East,17.0,22.0,1020.5,20.1,54.0
2024,1,13,21,2.58,East,16.0,24.0,1020.7,20.0,57.0
2024,1,13,22,2.64,East,9.0,14.0,1020.8,19.7,62.0
2024,1,13,23,2.63,East,11.0,17.0,1021.0,19.7,65.0
2024,1,13,24,2.47,East,21.0,32.0,1020.7,19.7,62.0
2024,1,14,1,2.15,East,23.0,30.0,1020.9,19.3,74.0
2024,1,14,2,1.66,East,28.0,37.0,1021.0,19.4,78.0
2024,1,14,3,1.16,East,27.0,39.0,1020.8,19.3,76.0
2024,1,14,4,0.71,East,14.0,23.0,1020.5,19.0,72.0
2024,1,14,5,0.4,East,15.0,24.0,1020.3,18.7,69.0
2024,1,14,6,0.34,East,15.0,20.0,1020.6,18.6,58.0
2024,1,14,7,0.45,East,19.0,27.0,1020.8,18.8,44.0
2024,1,14,8,0.68,East,14.0,22.0,1021.5,18.8,43.0
2024,1,14,9,0.9,East,10.0,17.0,1022.2,19.4,42.0
2024,1,14,10,1.09,East,15.0,22.0,1023.1,20.0,42.0
2024,1,14,11,1.31,East,23.0,33.0,1023.4,20.6,39.0
2024,1,14,12,1.46,East,19.0,26.0,1022.7,21.4,40.0
2024,1,14,13,1.51,East,19.0,30.0,1021.6,23.1,38.0
2024,1,14,14,1.43,East,21.0,27.0,1020.7,23.6,40.0
2024,1,14,15,1.3,East,19.0,27.0,1020.0,23.0,43.0
2024,1,14,16,1.22,East,12.0,19.0,1019.8,23.0,48.0
2024,1,14,17,1.22,East,9.0,15.0,1019.8,22.7,52.0
2024,1,14,18,1.43,East,6.0,11.0,1020.1,21.8,53.0
2024,1,14,19,1.75,Calm,0.0,,1020.5,21.3,59.0
2024,1,14,20,2.11,East,6.0,9.0,1020.6,21.2,62.0
2024,1,14,21,2.37,East,4.0,7.0,1021.2,20.9,64.0
2024,1,14,22,2.48,East,4.0,7.0,1021.5,20.7,65.0
2024,1,14,23,2.54,Calm,0.0,,1021.6,20.3,65.0
2024,1,14,24,2.52,Calm,0.0,,1021.5,20.1,74.0
2024,1,15,1,2.36,Calm,0.0,,1021.4,19.8,77.0
2024,1,15,2,2.02,Calm,0.0,,1021.2,19.6,79.0
2024,1,15,3,1.54,Calm,0.0,,1021.1,19.4,81.0
2024,1,15,4,1.08,Calm,0.0,,1020.7,19.3,82.0
2024,1,15,5,0.68,Calm,0.0,,1020.5,19.3,83.0
2024,1,15,6,0.47,Calm,0.0,,1020.9,19.0,85.0
2024,1,15,7,0.48,Calm,0.0,,1021.3,19.0,86.0
2024,1,15,8,0.64,East,8.0,12.0,1021.5,19.1,79.0
2024,1,15,9,0.87,East,4.0,9.0,1022.0,19.8,74.0
2024,1,15,10,1.05,East,6.0,12.0,1022.5,20.7,68.0
2024,1,15,11,1.23,East,12.0,24.0,1022.6,22.1,62.0
2024,1,15,12,1.42,East,14.0,20.0,1022.1,23.6,57.0
2024,1,15,13,1.54,East,12.0,20.0,1021.2,23.9,59.0
2024,1,15,14,1.56,East,16.0,22.0,1020.1,24.3,53.0
2024,1,15,15,1.44,East,19.0,26.0,1019.8,23.0,55.0
2024,1,15,16,1.31,East,19.0,29.0,1019.7,22.4,56.0
2024,1,15,17,1.21,East,21.0,30.0,1019.7,22.6,55.0
2024,1,15,18,1.22,East,23.0,37.0,1020.4,21.6,62.0
2024,1,15,19,1.43,East,24.0,30.0,1021.0,21.2,69.0
2024,1,15,20,1.72,East,23.0,30.0,1021.2,20.9,72.0
2024,1,15,21,2.03,East,25.0,35.0,1021.6,20.6,76.0
2024,1,15,22,2.22,East,30.0,43.0,1021.9,20.3,76.0
2024,1,15,23,2.3,East,34.0,47.0,1022.0,19.9,77.0
2024,1,15,24,2.36,East,32.0,48.0,1021.7,19.5,76.0
2024,1,16,1,2.33,East,39.0,51.0,1021.6,19.2,76.0
2024,1,16,2,2.17,East,41.0,58.0,1021.5,18.9,76.0
2024,1,16,3,1.84,East,39.0,53.0,1021.3,18.6,76.0
2024,1,16,4,1.41,East,43.0,54.0,1021.3,18.3,75.0
2024,1,16,5,1.02,East,33.0,50.0,1021.4,18.1,74.0
2024,1,16,6,0.7,East,29.0,40.0,1021.8,17.8,73.0
2024,1,16,7,0.6,East,32.0,44.0,1022.3,17.7,74.0
2024,1,16,8,0.67,East,32.0,43.0,1022.7,17.6,76.0
2024,1,16,9,0.86,East,31.0,46.0,1023.0,17.7,74.0
2024,1,16,10,1.08,East,35.0,44.0,1023.5,18.0,73.0
2024,1,16,11,1.22,East,26.0,35.0,1024.0,18.1,75.0
2024,1,16,12,1.38,East,23.0,33.0,1023.6,18.0,74.0
2024,1,16,13,1.54,East,22.0,28.0,1022.8,18.4,73.0
2024,1,16,14,1.64,East,17.0,23.0,1021.6,20.0,68.0
2024,1,16,15,1.62,East,12.0,22.0,1021.0,19.6,71.0
2024,1,16,16,1.49,East,16.0,28.0,1020.9,19.8,70.0
2024,1,16,17,1.35,East,19.0,30.0,1021.0,19.5,71.0
2024,1,16,18,1.22,East,17.0,24.0,1021.1,19.2,73.0
2024,1,16,19,1.23,East,16.0,21.0,1021.6,19.1,74.0
2024,1,16,20,1.4,East,22.0,30.0,1021.9,19.2,76.0
2024,1,16,21,1.64,East,19.0,28.0,1022.3,19.3,76.0
2024,1,16,22,1.88,East,22.0,30.0,1022.5,19.3,77.0
2024,1,16,23,2.0,East,27.0,37.0,1022.5,19.0,77.0
2024,1,16,24,2.07,East,27.0,40.0,1022.3,18.9,77.0
2024,1,17,1,2.12,East,32.0,46.0,1022.2,18.5,79.0
2024,1,17,2,2.09,East,23.0,33.0,1021.9,18.3,80.0
2024,1,17,3,1.94,East,23.0,33.0,1021.5,18.2,80.0
2024,1,17,4,1.65,East,21.0,32.0,1021.1,18.2,80.0
2024,1,17,5,1.31,East,18.0,25.0,1021.0,17.9,80.0
2024,1,17,6,1.0,East,21.0,26.0,1020.8,17.8,79.0
2024,1,17,7,0.79,East,17.0,22.0,1021.2,17.8,78.0
2024,1,17,8,0.78,East,18.0,26.0,1021.6,17.8,79.0
2024,1,17,9,0.9,East,14.0,20.0,1021.7,18.3,76.0
2024,1,17,10,1.1,East,23.0,32.0,1021.9,18.7,73.0
2024,1,17,11,1.27,East,19.0,26.0,1022.1,19.5,67.0
2024,1,17,12,1.4,East,25.0,37.0,1021.6,19.8,64.0
2024,1,17,13,1.54,East,15.0,22.0,1020.7,18.7,82.0
2024,1,17,14,1.67,East,18.0,26.0,1019.3,19.7,67.0
2024,1,17,15,1.75,East,16.0,22.0,1018.3,20.5,59.0
2024,1,17,16,1.71,East,17.0,26.0,1018.3,19.8,64.0
2024,1,17,17,1.56,East,16.0,22.0,1018.4,19.8,65.0
2024,1,17,18,1.4,East,9.0,17.0,1018.7,19.9,66.0
2024,1,17,19,1.25,East,11.0,17.0,1019.0,20.0,64.0
2024,1,17,20,1.24,East,16.0,24.0,1019.5,19.9,68.0
2024,1,17,21,1.35,East,10.0,16.0,1020.0,19.8,76.0
2024,1,17,22,1.52,East,12.0,18.0,1019.8,19.8,76.0
2024,1,17,23,1.67,East,6.0,10.0,1019.8,19.8,75.0
2024,1,17,24,1.74,East,8.0,11.0,1019.9,19.9,73.0
2024,1,18,1,1.79,East,11.0,20.0,1019.8,19.9,75.0
2024,1,18,2,1.83,East,9.0,17.0,1019.5,19.9,71.0
2024,1,18,3,1.82,East,9.0,12.0,1019.1,19.9,71.0
2024,1,18,4,1.71,East,12.0,16.0,1018.2,19.8,72.0
2024,1,18,5,1.48,East,11.0,15.0,1017.6,19.8,72.0
2024,1,18,6,1.25,East,11.0,15.0,1018.0,20.0,71.0
2024,1,18,7,1.03,East,14.0,24.0,1018.1,19.8,71.0
2024,1,18,8,0.93,East,6.0,11.0,1018.6,19.2,77.0
2024,1,18,9,0.98,East,11.0,18.0,1018.8,20.0,72.0
2024,1,18,10,1.12,East,10.0,14.0,1019.4,20.9,71.0
2024,1,18,11,1.32,East,11.0,18.0,1019.6,22.0,72.0
2024,1,18,12,1.46,East,15.0,18.0,1019.0,23.3,69.0
2024,1,18,13,1.57,East,15.0,20.0,1018.1,23.3,69.0
2024,1,18,14,1.69,East,17.0,24.0,1016.6,23.9,68.0
2024,1,18,15,1.81,East,17.0,24.0,1015.7,23.2,70.0
2024,1,18,16,1.87,East,12.0,20.0,1015.2,23.4,70.0
2024,1,18,17,1.8,East,18.0,28.0,1015.3,22.8,72.0
2024,1,18,18,1.65,East,17.0,22.0,1015.9,22.3,73.0
2024,1,18,19,1.46,East,12.0,18.0,1016.2,21.8,75.0
2024,1,18,20,1.28,East,8.0,13.0,1016.8,21.3,78.0
2024,1,18,21,1.22,East,6.0,9.0,1017.5,21.1,77.0
2024,1,18,22,1.25,East,8.0,12.0,1017.9,20.9,80.0
2024,1,18,23,1.34,East,5.0,9.0,1018.0,20.6,83.0
2024,1,18,24,1.42,East,4.0,9.0,1017.8,20.5,84.0
2024,1,19,1,1.46,East,5.0,9.0,1017.4,20.2,86.0
2024,1,19,2,1.5,East,5.0,11.0,1016.9,20.0,86.0
2024,1,19,3,1.54,Calm,0.0,,1016.5,19.8,86.0
2024,1,19,4,1.56,Variable,1.0,5.0,1016.1,19.6,85.0
2024,1,19,5,1.5,East,7.0,11.0,1016.1,19.6,84.0
2024,1,19,6,1.37,East,5.0,11.0,1016.1,19.4,77.0
2024,1,19,7,1.23,Calm,0.0,,1016.4,19.2,73.0
2024,1,19,8,1.11,Variable,3.0,8.0,1016.8,19.3,71.0
2024,1,19,9,1.09,East,4.0,11.0,1017.3,19.8,68.0
2024,1,19,10,1.16,East,12.0,19.0,1018.0,21.3,61.0
2024,1,19,11,1.32,East,18.0,29.0,1017.9,22.4,58.0
2024,1,19,12,1.5,East,27.0,37.0,1017.4,23.1,56.0
2024,1,19,13,1.63,East,23.0,29.0,1016.3,23.6,61.0
2024,1,19,14,1.73,East,21.0,28.0,1015.3,23.5,67.0
2024,1,19,15,1.84,East,21.0,30.0,1014.8,23.0,71.0
2024,1,19,16,1.94,East,18.0,24.0,1014.6,22.7,72.0
2024,1,19,17,1.98,East,21.0,27.0,1014.6,22.4,72.0
2024,1,19,18,1.9,East,18.0,24.0,1014.9,21.7,76.0
2024,1,19,19,1.73,East,18.0,24.0,1015.2,21.1,80.0
2024,1,19,20,1.5,East,15.0,22.0,1015.9,21.0,83.0
2024,1,19,21,1.29,East,12.0,17.0,1016.3,20.7,84.0
2024,1,19,22,1.16,East,10.0,15.0,1016.6,20.5,85.0
2024,1,19,23,1.11,East,8.0,11.0,1016.9,20.3,85.0
2024,1,19,24,1.14,East,11.0,17.0,1016.6,20.2,87.0
2024,1,20,1,1.17,East,11.0,15.0,1016.4,20.3,84.0
2024,1,20,2,1.19,East,14.0,20.0,1016.0,20.3,86.0
2024,1,20,3,1.23,East,17.0,20.0,1015.3,20.2,85.0
2024,1,20,4,1.29,East,14.0,18.0,1015.2,19.8,83.0
2024,1,20,5,1.35,East,12.0,18.0,1015.2,19.7,85.0
2024,1,20,6,1.36,East,19.0,26.0,1015.5,19.8,82.0
2024,1,20,7,1.32,East,13.0,18.0,1016.4,19.7,84.0
2024,1,20,8,1.26,North,6.0,10.0,1016.9,19.6,86.0
2024,1,20,9,1.21,Calm,0.0,,1017.5,19.9,84.0
2024,1,20,10,1.23,Calm,0.0,,1017.9,20.1,84.0
2024,1,20,11,1.32,Calm,0.0,,1018.0,21.1,78.0
2024,1,20,12,1.48,West,6.0,9.0,1017.4,22.7,72.0
2024,1,20,13,1.65,West,9.0,12.0,1016.3,23.5,70.0
2024,1,20,14,1.78,West,10.0,12.0,1015.3,24.5,65.0
2024,1,20,15,1.89,West,19.0,23.0,1014.7,22.9,70.0
2024,1,20,16,1.98,West,17.0,20.0,1014.3,23.3,69.0
2024,1,20,17,2.06,West,14.0,21.0,1014.6,23.1,72.0
2024,1,20,18,2.09,Southwest,14.0,20.0,1014.8,23.0,73.0
2024,1,20,19,1.99,East,5.0,10.0,1015.3,22.9,71.0
2024,1,20,20,1.79,East,11.0,17.0,1015.8,22.7,66.0
2024,1,20,21,1.51,Northeast,7.0,12.0,1016.7,22.3,66.0
2024,1,20,22,1.25,Calm,0.0,,1017.2,21.6,64.0
2024,1,20,23,1.05,North,10.0,17.0,1018.0,21.1,63.0
2024,1,20,24,0.94,North,12.0,17.0,1018.4,20.8,63.0
2024,1,21,1,0.92,North,5.0,8.0,1018.6,19.9,71.0
2024,1,21,2,0.93,North,10.0,15.0,1018.8,19.4,63.0
2024,1,21,3,0.96,North,7.0,9.0,1018.9,18.8,65.0
2024,1,21,4,1.02,North,8.0,11.0,1018.7,17.9,65.0
2024,1,21,5,1.11,North,6.0,11.0,1018.8,17.4,66.0
2024,1,21,6,1.23,North,5.0,5.0,1019.5,17.3,69.0
2024,1,21,7,1.29,North,8.0,10.0,1020.1,16.7,68.0
2024,1,21,8,1.32,North,6.0,9.0,1020.7,16.4,70.0
2024,1,21,9,1.31,Northwest,8.0,11.0,1021.5,16.6,66.0
2024,1,21,10,1.29,Northwest,6.0,9.0,1022.1,17.4,70.0
2024,1,21,11,1.33,Variable,1.0,5.0,1022.5,18.3,66.0
2024,1,21,12,1.42,West,4.0,7.0,1021.8,20.0,61.0
2024,1,21,13,1.59,East,11.0,22.0,1020.7,20.9,63.0
2024,1,21,14,1.77,East,13.0,20.0,1019.8,21.0,63.0
2024,1,21,15,1.92,East,10.0,15.0,1019.0,21.0,63.0
2024,1,21,16,2.03,East,10.0,17.0,1018.9,21.1,65.0
2024,1,21,17,2.11,East,13.0,20.0,1018.9,20.9,65.0
2024,1,21,18,2.17,East,12.0,18.0,1019.6,20.4,64.0
2024,1,21,19,2.17,East,12.0,18.0,1020.3,19.7,65.0
2024,1,21,20,2.04,East,11.0,17.0,1020.7,19.5,70.0
2024,1,21,21,1.8,East,11.0,20.0,1021.1,19.5,72.0
2024,1,21,22,1.48,East,14.0,20.0,1021.4,19.4,75.0
2024,1,21,23,1.17,East,15.0,21.0,1021.7,19.3,77.0
2024,1,21,24,0.91,Northeast,21.0,29.0,1021.9,18.8,84.0
2024,1,22,1,0.76,East,22.0,30.0,1022.0,18.5,82.0
2024,1,22,2,0.73,East,15.0,26.0,1022.0,17.7,87.0
2024,1,22,3,0.74,East,17.0,24.0,1021.6,17.5,86.0
2024,1,22,4,0.8,East,18.0,27.0,1021.5,17.4,84.0
2024,1,22,5,0.9,East,16.0,22.0,1021.3,17.3,83.0
2024,1,22,6,1.04,East,15.0,22.0,1021.5,17.0,81.0
2024,1,22,7,1.19,Northeast,10.0,15.0,1022.2,16.2,80.0
2024,1,22,8,1.29,East,17.0,25.0,1022.3,15.8,80.0
2024,1,22,9,1.34,East,21.0,30.0,1022.3,16.4,75.0
2024,1,22,10,1.35,Northeast,15.0,22.0,1023.3,16.2,73.0
2024,1,22,11,1.35,East,16.0,22.0,1023.7,16.2,71.0
2024,1,22,12,1.38,North,10.0,18.0,1023.5,16.0,69.0
2024,1,22,13,1.49,East,8.0,14.0,1022.6,16.4,70.0
2024,1,22,14,1.67,Northeast,9.0,12.0,1021.6,16.8,66.0
2024,1,22,15,1.87,North,17.0,22.0,1021.6,16.2,67.0
2024,1,22,16,2.03,North,12.0,18.0,1021.6,15.7,66.0
2024,1,22,17,2.14,North,17.0,22.0,1022.2,14.8,64.0
2024,1,22,18,2.21,North,18.0,26.0,1023.0,14.3,65.0
2024,1,22,19,2.26,North,23.0,33.0,1024.2,13.1,62.0
2024,1,22,20,2.22,North,17.0,26.0,1025.2,12.6,64.0
2024,1,22,21,2.06,North,23.0,33.0,1025.9,11.8,62.0
2024,1,22,22,1.77,North,21.0,33.0,1026.2,10.9,66.0
2024,1,22,23,1.41,North,14.0,24.0,1027.2,10.1,68.0
2024,1,22,24,1.05,North,17.0,30.0,1027.4,10.1,66.0
2024,1,23,1,0.75,Northeast,15.0,29.0,1027.0,10.0,67.0
2024,1,23,2,0.6,North,13.0,27.0,1026.4,10.3,66.0
2024,1,23,3,0.57,North,16.0,21.0,1026.7,9.0,71.0
2024,1,23,4,0.63,North,21.0,37.0,1026.7,7.9,84.0
2024,1,23,5,0.74,North,13.0,24.0,1027.4,6.9,90.0
2024,1,23,6,0.87,North,10.0,17.0,1027.5,6.5,87.0
2024,1,23,7,1.05,North,12.0,18.0,1028.2,6.8,84.0
2024,1,23,8,1.21,Northwest,6.0,11.0,1028.7,6.5,91.0
2024,1,23,9,1.32,North,10.0,17.0,1029.4,6.6,87.0
2024,1,23,10,1.37,North,11.0,19.0,1030.2,6.9,85.0
2024,1,23,11,1.36,North,11.0,22.0,1030.4,6.9,84.0
2024,1,23,12,1.36,Northwest,6.0,15.0,1030.0,7.4,87.0
2024,1,23,13,1.39,North,14.0,22.0,1029.2,7.6,83.0
2024,1,23,14,1.52,North,12.0,22.0,1027.7,8.3,75.0
2024,1,23,15,1.73,North,14.0,20.0,1027.2,8.6,73.0
2024,1,23,16,1.95,North,12.0,19.0,1026.6,9.2,62.0
2024,1,23,17,2.13,North,18.0,26.0,1026.9,9.6,66.0
2024,1,23,18,2.24,North,12.0,20.0,1027.5,9.0,62.0
2024,1,23,19,2.3,North,10.0,18.0,1028.0,8.7,63.0
2024,1,23,20,2.32,North,14.0,20.0,1028.7,8.2,65.0
2024,1,23,21,2.24,North,14.0,22.0,1029.2,8.0,62.0
2024,1,23,22,2.04,North,12.0,18.0,1030.0,7.8,63.0
2024,1,23,23,1.69,North,15.0,22.0,1030.2,7.7,61.0
2024,1,23,24,1.3,North,15.0,20.0,1030.2,7.3,66.0
2024,1,24,1,0.9,North,14.0,22.0,1029.9,6.8,62.0
2024,1,24,2,0.6,North,13.0,18.0,1029.9,6.6,64.0
2024,1,24,3,0.48,North,6.0,11.0,1029.4,6.9,65.0
2024,1,24,4,0.49,North,7.0,11.0,1029.0,7.2,64.0
2024,1,24,5,0.61,Northwest,10.0,17.0,1029.2,6.8,64.0
2024,1,24,6,0.77,North,17.0,22.0,1029.7,6.7,67.0
2024,1,24,7,0.93,North,10.0,12.0,1029.9,6.6,66.0
2024,1,24,8,1.12,Northeast,7.0,18.0,1030.4,7.0,66.0
2024,1,24,9,1.27,North,10.0,17.0,1030.9,7.0,66.0
2024,1,24,10,1.36,North,12.0,18.0,1031.7,7.5,62.0
2024,1,24,11,1.37,North,12.0,17.0,1031.9,8.1,59.0
2024,1,24,12,1.34,East,19.0,28.0,1031.1,9.8,59.0
2024,1,24,13,1.34,East,13.0,18.0,1030.3,10.9,55.0
2024,1,24,14,1.38,East,17.0,24.0,1028.7,12.0,56.0
2024,1,24,15,1.54,East,10.0,18.0,1027.7,12.1,54.0
2024,1,24,16,1.78,North,9.0,15.0,1027.2,12.1,52.0
2024,1,24,17,2.03,North,6.0,9.0,1027.0,12.1,52.0
2024,1,24,18,2.21,Northeast,10.0,15.0,1027.2,11.3,54.0
2024,1,24,19,2.3,North,8.0,12.0,1027.5,10.3,55.0
2024,1,24,20,2.36,North,11.0,15.0,1028.0,9.8,58.0
2024,1,24,21,2.34,North,9.0,15.0,1028.5,9.8,56.0
2024,1,24,22,2.22,Northwest,6.0,11.0,1028.9,9.7,57.0
2024,1,24,23,1.96,North,8.0,12.0,1029.1,9.8,58.0
2024,1,24,24,1.57,North,6.0,11.0,1029.2,9.9,56.0
2024,1,25,1,1.16,North,10.0,15.0,1029.3,9.7,57.0
2024,1,25,2,0.75,North,6.0,11.0,1029.2,9.8,58.0
2024,1,25,3,0.49,Northwest,3.0,5.0,1029.0,9.9,61.0
2024,1,25,4,0.41,North,7.0,9.0,1028.6,9.6,55.0
2024,1,25,5,0.49,North,6.0,10.0,1028.4,9.8,58.0
2024,1,25,6,0.68,North,9.0,12.0,1028.7,9.6,58.0
2024,1,25,7,0.86,North,6.0,9.0,1029.3,9.6,59.0
2024,1,25,8,1.04,Northwest,4.0,7.0,1030.0,9.8,55.0
2024,1,25,9,1.22,Northwest,10.0,12.0,1030.8,10.2,58.0
2024,1,25,10,1.33,East,11.0,18.0,1030.5,11.2,59.0
2024,1,25,11,1.38,East,5.0,9.0,1031.2,12.1,58.0
2024,1,25,12,1.34,North,4.0,7.0,1031.1,13.1,55.0
2024,1,25,13,1.31,East,12.0,17.0,1029.1,13.5,57.0
2024,1,25,14,1.29,East,5.0,11.0,1028.0,14.8,55.0
2024,1,25,15,1.36,Calm,0.0,,1027.0,14.2,54.0
2024,1,25,16,1.57,West,14.0,18.0,1026.5,14.3,54.0
2024,1,25,17,1.83,West,8.0,12.0,1026.2,14.6,55.0
2024,1,25,18,2.1,West,6.0,11.0,1026.5,14.5,55.0
2024,1,25,19,2.27,Northwest,6.0,11.0,1026.7,14.3,55.0
2024,1,25,20,2.34,North,10.0,15.0,1027.4,13.9,56.0
2024,1,25,21,2.38,Northeast,10.0,15.0,1028.0,13.8,53.0
2024,1,25,22,2.33,Variable,3.0,9.0,1028.5,13.5,53.0
2024,1,25,23,2.16,Calm,0.0,,1029.1,13.5,56.0
2024,1,25,24,1.84,Variable,1.0,5.0,1028.7,13.5,56.0
2024,1,26,1,1.42,East,8.0,12.0,1028.4,13.4,58.0
2024,1,26,2,1.0,Calm,0.0,,1028.4,13.2,60.0
2024,1,26,3,0.62,North,4.0,9.0,1027.9,13.3,61.0
2024,1,26,4,0.43,East,10.0,15.0,1027.4,13.7,63.0
2024,1,26,5,0.43,East,15.0,22.0,1027.2,13.7,66.0
2024,1,26,6,0.59,East,17.0,24.0,1027.5,13.6,67.0
2024,1,26,7,0.8,East,17.0,26.0,1027.7,13.4,65.0
2024,1,26,8,0.99,East,19.0,27.0,1028.2,13.2,66.0
2024,1,26,9,1.17,East,15.0,21.0,1028.7,13.4,64.0
2024,1,26,10,1.31,Northeast,14.0,20.0,1029.4,14.0,63.0
2024,1,26,11,1.38,Northeast,11.0,18.0,1029.7,15.1,60.0
2024,1,26,12,1.37,East,14.0,22.0,1029.0,15.6,59.0
2024,1,26,13,1.3,East,12.0,17.0,1028.2,16.1,62.0
2024,1,26,14,1.25,East,15.0,21.0,1026.9,17.1,58.0
2024,1,26,15,1.25,East,14.0,20.0,1025.7,16.8,62.0
2024,1,26,16,1.37,East,6.0,12.0,1025.2,17.1,63.0
2024,1,26,17,1.62,East,7.0,15.0,1025.9,16.2,60.0
2024,1,26,18,1.9,Variable,1.0,9.0,1025.7,15.9,58.0
2024,1,26,19,2.16,East,9.0,14.0,1025.7,16.0,66.0
2024,1,26,20,2.29,Northeast,4.0,9.0,1025.9,15.7,58.0
2024,1,26,21,2.35,Northeast,7.0,12.0,1026.7,15.3,59.0
2024,1,26,22,2.35,East,12.0,18.0,1026.7,15.1,59.0
2024,1,26,23,2.27,East,6.0,11.0,1027.0,15.0,56.0
2024,1,26,24,2.05,Variable,1.0,5.0,1027.0,14.9,59.0
